order,family,species,synonyms,common_names,Phytogeographic_domains,countries,realm,redlistCategory,yearPublished_IUCN,habitats_categories,populationTrend,density_n_km2_Soria_et_al_2021,Endemic_BR,Restricted_Range,dispersal_km,home_range,adult_body_length_mm,Weight_min_g,Weight_max_g,Weight_mean_g,diet_invert,diet_vert_endoterm,diet_vert_ectoterm,diet_vfish,diet_scavenger,diet_fruit,diet_nect,diet_seed,diet_plant_other,diet_gumivore,foraging_stratum,Potential_to_provide_services,cultural_service_charismatic_species,Ref_cultural_service,ecotourism,Ref_ecotourism,carrion_control,carrion_control_low_potential,Ref_carrion_control,pollination,pollination_low_potential,Ref_pollination,top_down_regulation,top_down_regulation_low_potential,Ref_top_down_regulation,seed_dispersal,seed_dispersal_low_potential,Ref_seed_dispersal,pest_and_disease_control,pest_and_disease_control_low_potential,Ref_pest_and_disease_control,nutrient_transporting_horizontal,nutrient_transporting_horizontal,nutrient_transporting_vertical,Ref_nutrient_transporting_vertical,nutrient_transporting_horizontal_and_vertical,nutrient_transporting_horizontal_and_vertical_low_potential,ecosystem_engineering,ecosystem_engineering_low_potential,Ref_ecosystem_engineering,rodent_control,rodent_control_low_potential,Ref_rodent_control,disease_sentinelling,disease_sentinelling_low_potential,Ref_disease_sentinelling,Provide_at_least_one_service,Number_of_services_provided
CETARTIODACTYLA,DELPHINIDAE,Stenella coeruleoalba,"Stenella styx, Delphinus coeruleoalbus",Striped Dolphin,Mar,"Lithuania, Slovenia, Bosnia and Herzegovina, Viet Nam, Saint Kitts and Nevis, Italy, Ecuador, Kuwait, Yemen, Virgin Islands, U.S., Sierra Leone, Iran, Islamic Republic of, Singapore, Liberia, Cabo Verde, Algeria, Comoros, Virgin Islands, British, Cuba, Venezuela, Bolivarian Republic of, Portugal, Aruba, Madagascar, Korea, Republic of, Qatar, Dominica, Cyprus, Israel, Marshall Islands, Saint Helena, Ascension and Tristan da Cunha, Argentina, Saint Vincent and the Grenadines, Sweden, Iraq, Sudan, Myanmar, Australia, Bermuda, Northern Mariana Islands, British Indian Ocean Territory, Seychelles, Mauritania, India, Korea, Democratic People's Republic of, Martinique, Norway, Cambodia, Oman, Benin, Malaysia, Turks and Caicos Islands, Nauru, Kenya, Bangladesh, Mexico, Belgium, Mozambique, Brunei Darussalam, Maldives, Kiribati, United States, Denmark, Belize, French Guiana, Grenada, Haiti, Congo, The Democratic Republic of the, New Zealand, Indonesia, Costa Rica, Taiwan, Province of China, Ireland, Russian Federation, Tuvalu, American Samoa, Cocos (Keeling) Islands, Gibraltar, Trinidad and Tobago, Cameroon, Hong Kong, New Caledonia, China, South Africa, Tanzania, United Republic of, Sri Lanka, Honduras, Namibia, Panama, Saint Lucia, Pakistan, Ethiopia, Congo, Guinea, Spain, Côte d'Ivoire, Peru, Nigeria, Gambia, Nicaragua, Eritrea, Cayman Islands, Papua New Guinea, Netherlands, Senegal, French Polynesia, Egypt, Suriname, Greenland, Western Sahara, Somalia, Colombia, Micronesia, Federated States of , Gabon, Samoa, United Kingdom, France, Niue, Fiji, Poland, Palau, Saudi Arabia, Saint Pierre and Miquelon, Antigua and Barbuda, Cook Islands, Guyana, United Arab Emirates, Solomon Islands, Guinea-Bissau, Puerto Rico, Anguilla, Guatemala, Angola, Philippines, Guam, Togo, Pitcairn, Wallis and Futuna, Japan, Guadeloupe, Bahamas, Greece, Brazil, Equatorial Guinea, Jamaica, Dominican Republic, Timor-Leste, Vanuatu, Canada, Uruguay, Tonga, Germany, Thailand, Barbados, Morocco, Sao Tome and Principe, Monaco, El Salvador, Djibouti, Sint Maarten (Dutch part), Saint Martin (French part), Saint Barthélemy, Montserrat, Bonaire, Sint Eustatius and Saba, Curaçao, Albania, Croatia, Montenegro, Mayotte",Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Least Concern,2019,"Marine Neritic - Pelagic, Marine Oceanic - Mesopelagic (200-1000m), Marine Oceanic - Epipelagic (0-200m)",Unknown,0,0,0,NA,NA,2900,150000,150000,150000,60,0,0,40,0,0,0,0,0,0,marine,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
CETARTIODACTYLA,DELPHINIDAE,Stenella frontalis,Stenella plagiodon,Atlantic Spotted Dolphin,Mar,"Gambia, Montserrat, Cayman Islands, Morocco, Martinique, Gabon, Western Sahara, Jamaica, Argentina, Panama, Guinea-Bissau, Puerto Rico, Ghana, Nicaragua, Guinea, Dominican Republic, Mexico, Barbados, Virgin Islands, British, Senegal, Sao Tome and Principe, Virgin Islands, U.S., Belize, Costa Rica, Guyana, Guatemala, Togo, Bermuda, Namibia, Brazil, Spain, Trinidad and Tobago, Nigeria, Saint Vincent and the Grenadines, Saint Helena, Ascension and Tristan da Cunha, Turks and Caicos Islands, Antigua and Barbuda, Saint Lucia, Liberia, Mauritania, Portugal, Bahamas, French Guiana, Colombia, Sierra Leone, Venezuela, Bolivarian Republic of, Congo, The Democratic Republic of the, Canada, Guadeloupe, Haiti, Suriname, Equatorial Guinea, United States, Côte d'Ivoire, Cuba, Uruguay, Benin, Honduras, Dominica, Cabo Verde, Grenada, Cameroon, Congo, Angola, Sint Maarten (Dutch part), Saint Martin (French part), Curaçao, Aruba, Bonaire, Sint Eustatius and Saba",Afrotropical|Nearctic|Neotropical|Palearctic,Least Concern,2018,"Marine Neritic - Pelagic, Marine Oceanic - Epipelagic (0-200m)",Unknown,NA,0,0,NA,NA,2815,100000,100000,100000,60,0,0,40,0,0,0,0,0,0,marine,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
CETARTIODACTYLA,DELPHINIDAE,Steno bredanensis,"Steno rostratus, Delphinus bredanensis",Rough-toothed Dolphin,Mar,"Montenegro, Albania, Croatia, Bosnia and Herzegovina, Barbados, Colombia, Sint Maarten (Dutch part), Trinidad and Tobago, Maldives, Turks and Caicos Islands, Korea, Republic of, Martinique, Montserrat, Niue, Chile, Malaysia, Israel, Qatar, Saint Lucia, Guinea, Benin, Mauritius, Oman, Marshall Islands, French Guiana, El Salvador, Saint Helena, Ascension and Tristan da Cunha, Singapore, Syrian Arab Republic, Mozambique, Christmas Island, Pitcairn, Senegal, India, Gambia, Sri Lanka, Tanzania, United Republic of, Angola, Iran, Islamic Republic of, Samoa, Guadeloupe, France, Slovenia, Spain, South Africa, Morocco, United Arab Emirates, Peru, Philippines, Saint Vincent and the Grenadines, Aruba, Saint Kitts and Nevis, Thailand, Taiwan, Province of China, Bangladesh, Portugal, Sierra Leone, Ecuador, Cabo Verde, Sao Tome and Principe, Sudan, Dominica, Australia, Wallis and Futuna, Kiribati, Honduras, Mexico, Bahrain, Nigeria, Pakistan, Viet Nam, Namibia, Cameroon, Micronesia, Federated States of , Gibraltar, Algeria, Papua New Guinea, Vanuatu, United States, Virgin Islands, British, Tunisia, Western Sahara, Fiji, Macao, Norfolk Island, Mauritania, Tuvalu, Jamaica, Northern Mariana Islands, Madagascar, French Polynesia, Uruguay, Djibouti, Seychelles, Kenya, Puerto Rico, Bahamas, Gabon, Saint Barthélemy, Korea, Democratic People's Republic of, Anguilla, Malta, Greece, Italy, Cyprus, Saudi Arabia, New Caledonia, Palau, Brunei Darussalam, Guyana, Yemen, Ghana, Cuba, Solomon Islands, Suriname, Saint Martin (French part), Myanmar, Grenada, Togo, Lebanon, Comoros, Dominican Republic, Guatemala, Curaçao, Libya, British Indian Ocean Territory, Egypt, Monaco, Bonaire, Sint Eustatius and Saba, Cocos (Keeling) Islands, Nauru, Eritrea, Somalia, Guinea-Bissau, Côte d'Ivoire, Panama, Mayotte, Tonga, China, Liberia, Jordan, Turkey, Réunion, Venezuela, Bolivarian Republic of, Virgin Islands, U.S., Bermuda, American Samoa, Congo, Cook Islands, Timor-Leste, Nicaragua, Equatorial Guinea, Antigua and Barbuda, Cambodia, Congo, The Democratic Republic of the, Brazil, Costa Rica, Iraq, Kuwait, Hong Kong, Japan, Haiti, Guam, Indonesia, Cayman Islands, Belize",Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Least Concern,2019,"Marine Neritic - Pelagic, Marine Oceanic - Epipelagic (0-200m)",Unknown,NA,0,0,NA,NA,2595,250000,250000,250000,40,0,0,60,0,0,0,0,0,0,marine,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
CETARTIODACTYLA,ZIPHIIDAE,Ziphius cavirostris,NA,Cuvier's Beaked Whale,Mar,"Tunisia, Libya, South Africa, China, Réunion, Timor-Leste, Viet Nam, Saudi Arabia, Ecuador, Cook Islands, Canada, Ghana, Jamaica, Solomon Islands, Croatia, Liberia, Virgin Islands, U.S., Chile, Haiti, Virgin Islands, British, Honduras, Thailand, Algeria, Tonga, Madagascar, Gambia, Tokelau, Cocos (Keeling) Islands, Guinea, Bahamas, Congo, The Democratic Republic of the, Dominica, Venezuela, Bolivarian Republic of, Costa Rica, Brazil, Peru, Angola, Sri Lanka, Panama, Marshall Islands, Gibraltar, French Polynesia, Mozambique, Colombia, Togo, Montenegro, Papua New Guinea, Japan, Cameroon, British Indian Ocean Territory, Anguilla, Mexico, Suriname, Somalia, India, United States, Albania, Mauritius, Aruba, Maldives, Mayotte, Côte d'Ivoire, Qatar, Puerto Rico, Congo, Saint Lucia, United Arab Emirates, Djibouti, Denmark, Palestine, State of, Russian Federation, Morocco, Lebanon, American Samoa, Monaco, Saint Kitts and Nevis, Portugal, Norway, Egypt, Cyprus, Tanzania, United Republic of, French Guiana, Korea, Democratic People's Republic of, Western Sahara, Gabon, United Kingdom, Seychelles, Eritrea, Guadeloupe, Kiribati, Brunei Darussalam, Netherlands, Wallis and Futuna, Belgium, Pakistan, Spain, Turks and Caicos Islands, Nicaragua, Nigeria, Benin, Philippines, Pitcairn, Turkey, Northern Mariana Islands, Bangladesh, Guyana, Barbados, Samoa, Saint Pierre and Miquelon, Syrian Arab Republic, Myanmar, Guinea-Bissau, Malaysia, Sao Tome and Principe, Mauritania, Martinique, Guatemala, Belize, Malta, El Salvador, Guam, Cambodia, Montserrat, Greece, Norfolk Island, Equatorial Guinea, Trinidad and Tobago, Bermuda, Nauru, Namibia, Kenya, Sudan, New Caledonia, Niue, Singapore, Faroe Islands, Tuvalu, Taiwan, Province of China, Comoros, France, Oman, Grenada, Cuba, Australia, Sweden, New Zealand, Micronesia, Federated States of , Korea, Republic of, Cabo Verde, Fiji, Yemen, Saint Helena, Ascension and Tristan da Cunha, Iran, Islamic Republic of, Falkland Islands (Malvinas), Argentina, Italy, Vanuatu, Bosnia and Herzegovina, Cayman Islands, Antarctica, Israel, Saint Vincent and the Grenadines, Kuwait, Dominican Republic, Senegal, Iceland, Slovenia, Indonesia, Palau, Germany, Sierra Leone, Ireland, Antigua and Barbuda, Uruguay, Curaçao, Bonaire, Sint Eustatius and Saba",Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Least Concern,2020,"Marine Oceanic - Mesopelagic (200-1000m), Marine Oceanic - Bathypelagic (1000-4000m), Marine Oceanic - Epipelagic (0-200m)",Unknown,NA,0,0,NA,NA,8500,2000,500000,251000,80,0,0,20,0,0,0,0,0,0,marine,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,Expert knowledge,0,Expert knowledge,1,1,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,3
RODENTIA,CAVIIDAE,Cavia aperea,NA,Brazilian Guinea Pig,"MA, Ce, Ca, Pt","Paraguay, Colombia, Venezuela, Bolivarian Republic of, Guyana, Argentina, Peru, Uruguay, Bolivia, Plurinational States of, Brazil, Suriname",Neotropical,Least Concern,2016,"Savanna - Dry, Savanna - Moist, Grassland - Subtropical/Tropical Dry, Rocky areas (eg. inland cliffs, mountain peaks)",Stable,NA,0,0,0.6,0,400,549,549,549,0,0,0,0,0,0,0,0,100,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,2
RODENTIA,CAVIIDAE,Cavia fulgida,NA,Shiny Guinea Pig,"MA, Ce",Brazil,Neotropical,Least Concern,2016,"Grassland - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,1,0,0.5,NA,400,283,283,283,0,0,0,0,0,0,0,0,100,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
RODENTIA,CAVIIDAE,Cavia intermedia,NA,Santa Catarina’s Guinea Pig,MA,Brazil,Neotropical,Critically Endangered,2016,Unknown,Decreasing,NA,1,1,0.8,NA,NA,550,680,615,0,0,0,0,0,0,0,0,100,0,ground_level,0,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
RODENTIA,CAVIIDAE,Cavia magna,NA,Greater Guinea Pig,"MA, Pp","Uruguay, Brazil",Neotropical,Least Concern,2016,"Grassland - Subtropical/Tropical Seasonally Wet/Flooded, Forest - Subtropical/Tropical Moist Lowland",Stable,NA,0,0,0.7,NA,400,760,760,760,0,0,0,0,0,0,0,0,100,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CARNIVORA,CANIDAE,Cerdocyon thous,Canis thous,Crab-eating Fox,"MA, Ce, Ca, Pt, Pp","Venezuela, Bolivarian Republic of, Uruguay, Suriname, Paraguay, Guyana, French Guiana, Colombia, Brazil, Bolivia, Plurinational States of, Argentina, Panama, Ecuador",Neotropical,Least Concern,2015,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane, Artificial/Terrestrial - Arable Land, Artificial/Terrestrial - Pastureland, Artificial/Terrestrial - Plantations, Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest, Savanna - Dry, Savanna - Moist, Shrubland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Moist, Grassland - Subtropical/Tropical Dry, Grassland - Subtropical/Tropical High Altitude, Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands, Forest - Subtropical/Tropical Dry",Stable,0,0,0,2.8,1.4,674,6500,6500,6500,50,20,20,0,10,0,0,0,0,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,1,1,Expert knowledge,1,1,(Winck et al. 2022),1,5
CARNIVORA,MEPHITIDAE,Conepatus chinga,NA,Molina's Hog-nosed Skunk,"MA, Ce, Pp","Uruguay, Peru, Argentina, Chile, Bolivia, Plurinational States of, Paraguay, Brazil",Neotropical,Least Concern,2016,"Grassland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical High Altitude, Savanna - Dry",Decreasing,NA,0,0,12,NA,490,1750,1750,1750,80,0,10,0,x,10,0,0,0,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
CARNIVORA,MEPHITIDAE,Conepatus semistriatus,NA,Striped Hog-nosed Skunk,"Am, MA, Ce, Ca, Pt","Venezuela, Bolivarian Republic of, Honduras, Panama, Brazil, Mexico, Peru, Nicaragua, Ecuador, Colombia, Belize, Costa Rica",Neotropical,Least Concern,2016,"Grassland - Subtropical/Tropical Dry, Shrubland - Subtropical/Tropical Moist, Forest - Subtropical/Tropical Moist Lowland",Unknown,10,0,0,8.2,0.3,490,2400,2400,2400,80,0,10,0,x,10,0,0,0,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,3
RODENTIA,CUNICULIDAE,Cuniculus paca,"Agouti paca, Mus paca",Agouti,"Am, MA, Ce, Ca, Pt, Pp","Guatemala, Venezuela, Bolivarian Republic of, El Salvador, Cuba, Nicaragua, Trinidad and Tobago, Peru, Paraguay, Honduras, Algeria, Guyana, Mexico, Uruguay, Ecuador, Colombia, Costa Rica, Argentina, Belize, Bolivia, Plurinational States of, French Guiana, Suriname, Brazil, Panama",Neotropical,Least Concern,2016,Forest - Subtropical/Tropical Moist Lowland,Stable,28,0,0,3.5,NA,721,9300,9300,9300,0,0,0,0,0,20,0,30,50,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Keuroghlian and Eaton 2008),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Winck et al. 2022),1,3
RODENTIA,DASYPROCTIDAE,Dasyprocta azarae,NA,NA,"MA, Ce, Pt, Pp","Argentina, Brazil, Paraguay, Bolivia, Plurinational States of",Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Dry,Decreasing,6,0,0,2.1,NA,620,2300,3500,2900,10,0,0,0,0,40,0,0,50,0,ground_level,0,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,1,0,(Winck et al. 2022),1,3
RODENTIA,DASYPROCTIDAE,Dasyprocta croconota,NA,Orange Agouti,Am,Brazil,Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,18,1,0,1.9,NA,608,2000,3000,2500,10,0,0,0,0,40,0,0,50,0,ground_level,0,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
RODENTIA,DASYPROCTIDAE,Dasyprocta fuliginosa,NA,NA,Am,"Venezuela, Bolivarian Republic of, Colombia, Brazil, Ecuador, Peru",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Moist Montane",Stable,NA,0,0,2.1,NA,620,3000,4000,3500,10,0,0,0,0,40,0,0,50,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
RODENTIA,DASYPROCTIDAE,Dasyprocta iacki,NA,NA,NA,Brazil,Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.5,2.5,0,0,30,0,30,25,0,ground_level,0,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
RODENTIA,DASYPROCTIDAE,Dasyprocta prymnolopha,NA,NA,"Am, MA, Ce, Ca",Brazil,Neotropical,Least Concern,2016,"Savanna - Dry, Forest - Temperate, Forest - Subtropical/Tropical Moist Lowland",Unknown,NA,1,0,1.9,NA,620,3000,3000,3000,10,0,0,0,0,40,0,0,50,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
RODENTIA,DASYPROCTIDAE,Dasyprocta variegata,NA,NA,NA,"Peru, Brazil, Bolivia, Plurinational States of",Neotropical,Data Deficient,2016,Forest - Subtropical/Tropical Moist Lowland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground_level,0,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
RODENTIA,DINOMYIDAE,Dinomys branickii,NA,NA,Am,"Ecuador, Bolivia, Plurinational States of, Peru, Venezuela, Bolivarian Republic of, Colombia, Brazil",Neotropical,Least Concern,2017,"Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical High Altitude, Forest - Subtropical/Tropical Moist Montane",Unknown,NA,0,0,4.3,NA,770,13000,13000,13000,0,0,0,0,0,40,0,0,60,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,2
CARNIVORA,MUSTELIDAE,Eira barbara,Mustela barbara,Tayra,"Am, MA, Ce, Ca, Pt","French Guiana, El Salvador, Costa Rica, Honduras, Guatemala, Colombia, Brazil, Bolivia, Plurinational States of, Venezuela, Bolivarian Republic of, Peru, Suriname, Argentina, Belize, Mexico, Guyana, Panama, Trinidad and Tobago, Ecuador, Paraguay, Nicaragua",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Forest - Subtropical/Tropical Dry, Forest - Subtropical/Tropical Moist Montane, Savanna - Moist, Savanna - Dry",Decreasing,0,0,0,2.3,11,646,4000,10000,7000,10,70,0,0,0,20,0,0,0,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,(Bello et al. 2017),0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,1,1,Expert knowledge,1,1,(Winck et al. 2022),1,4
RODENTIA,CAVIIDAE,Galea flavidens,NA,Yellow-toothed Cavy,NA,Brazil,Neotropical,Least Concern,2016,"Rocky areas (eg. inland cliffs, mountain peaks), Savanna - Moist",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
CARNIVORA,MUSTELIDAE,Galictis cuja,NA,Lesser Grison,"MA, Ce, Ca, Pp","Peru, Argentina, Chile, Brazil, Paraguay, Bolivia, Plurinational States of",Neotropical,Least Concern,2016,"Artificial/Terrestrial - Arable Land, Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls), Forest - Temperate, Grassland - Temperate, Artificial/Terrestrial - Plantations, Savanna - Moist",Unknown,NA,0,0,1.1,NA,437,1000,3000,2000,7,75,11,2,0,5,0,0,0,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,1,2
CARNIVORA,MUSTELIDAE,Galictis vittata,Viverra vittata,Greater Grison,"Am, MA, Ce, Ca, Pt","Belize, Costa Rica, Suriname, Bolivia, Plurinational States of, Venezuela, Bolivarian Republic of, French Guiana, El Salvador, Mexico, Guatemala, Brazil, Nicaragua, Honduras, Colombia, Peru, Guyana, Panama, Ecuador",Neotropical,Least Concern,2016,"Forest - Subtropical/Tropical Moist Lowland, Grassland - Subtropical/Tropical Dry, Artificial/Terrestrial - Plantations, Artificial/Terrestrial - Arable Land",Stable,NA,0,0,1.7,NA,550,1700,3400,2550,20,5,5,0,0,20,0,0,0,0,ground_level,1,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,1,1,Expert knowledge,0,0,Expert knowledge,1,3
RODENTIA,CAVIIDAE,Kerodon acrobata,NA,NA,Ce,Brazil,Neotropical,Data Deficient,2016,"Forest - Subtropical/Tropical Dry, Rocky areas (eg. inland cliffs, mountain peaks), Savanna - Dry",Unknown,NA,1,1,1.2,NA,NA,800,1100,950,0,0,0,0,0,0,0,0,100,0,ground_level,0,1,Expert knowledge,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,0,Expert knowledge,0,Expert knowledge,0,0,0,0,Expert knowledge,0,0,Expert knowledge,0,0,Expert knowledge,1,1
